,COMUNA,P09,esc_rec,urban,hom,Artés,Boric,Kast,MEO,Parisi,Provoste,Sichel,cluster
88,6111,45.05854870775348,9.94390342868736,0.6879721669980119,0.4992047713717694,0.0074277409979008,0.2137897626352333,0.2746649442919425,0.0796060067818504,0.1737445502987243,0.115937348619409,0.1348296463749394,4
89,6112,46.34132723112128,9.531220876048462,0.8367048054919909,0.5071853546910755,0.0142493638676844,0.2544529262086514,0.2137404580152671,0.0856658184902459,0.1341815097540288,0.1670907548770144,0.1306191687871077,3
90,6113,47.35739378272685,8.891555615991297,0.4700072910452708,0.5087161132100484,0.0121754437435822,0.2260525157694,0.2367610385800205,0.0680651312894235,0.1092856095056476,0.180724658940883,0.1669356021710429,3
91,6114,46.49240060392552,9.391007340946166,0.5566180171112229,0.5019627579265223,0.0124718517235406,0.2535943183786592,0.2496102546336393,0.0727524683873202,0.1403083318898319,0.1354581673306772,0.1358046076563312,3
92,6115,45.119160429398704,10.06456969130028,0.7722538854173819,0.4848588889651857,0.0129921088198107,0.242969874002703,0.2424467018354623,0.0951301390766011,0.1508915725683393,0.1448314949644679,0.1107381087326154,4
93,6116,44.44357108199903,9.989776485917613,0.5796215429403202,0.5021348859776807,0.0093384534822831,0.1850235643218711,0.2968231803106999,0.0793332169663117,0.1870308954442311,0.1220108221330075,0.1204398673415954,4
94,6117,47.0090102773476,9.945935749731564,0.548388005068281,0.4912572152611572,0.0116633673960729,0.241560109143438,0.2533839815954202,0.0661815847199186,0.1091434380182975,0.1693863356695736,0.1486811834572789,3
95,6201,47.052581489412326,10.343811074918566,0.7794432548179872,0.500991355381077,0.0134636006195639,0.2633146669843917,0.2378172286429167,0.0658882402001668,0.0888835934707494,0.1397593232455617,0.1908733468366495,3
96,6202,50.13958248055669,8.744476865360568,0.3733115022513303,0.5333606221858371,0.0105146651909241,0.2246817930271167,0.2844493635860542,0.0625345877144438,0.0708356391809629,0.1804095185390149,0.1665744327614831,5
97,6203,48.0179335642959,9.004820792286733,0.5239453841450988,0.5219074791114734,0.0098978288633461,0.2148786717752235,0.2985312899106002,0.0638569604086845,0.0664112388250319,0.1963601532567049,0.1500638569604087,0
98,6204,48.701596113809856,8.858954041204438,0.4450034698126301,0.5164816099930604,0.0107561929595827,0.2180573663624511,0.2460886571056062,0.0557366362451108,0.0782268578878748,0.1939374185136897,0.1971968709256845,0
99,6205,51.21693713859354,9.38739431206764,0.0,0.5247155381458684,0.0166092134127232,0.2528987778125979,0.2384832340958947,0.0680037605766217,0.0639298025697273,0.1949232215606393,0.1651519899717956,5
100,6206,50.71537842190016,7.777981277981278,0.2876409017713365,0.5245571658615137,0.0079654829074012,0.21042150680385,0.2495851310985728,0.0514437437769664,0.072021241287753,0.2349817457683372,0.1735811483571191,5
101,6301,45.64460337152448,10.72707661139041,0.8567649419835073,0.4781434722323578,0.0123174729313598,0.2375086917651733,0.2777391477103407,0.0707592463825701,0.1342008542763484,0.1270156617330552,0.1404589252011522,4
102,6302,47.3737164552593,8.790992258972555,0.5631202001898352,0.5023729398567607,0.006619937694704,0.180101246105919,0.3035436137071651,0.065809968847352,0.1140965732087227,0.1637461059190031,0.1660825545171339,3
103,6303,45.898230587174574,9.190646796508748,0.5734249971824636,0.5005071565423194,0.0092284417549167,0.1921331316187594,0.2620272314674735,0.0741301059001512,0.1767776096822995,0.1497730711043872,0.1359304084720121,3
104,6304,48.806758775205374,8.521148036253777,0.3534353995519044,0.5113890963405526,0.0060626473560121,0.1913102054563826,0.2734927585045469,0.0404176490400808,0.0767935331761535,0.2202761872684405,0.1916470191983832,0
105,6305,46.20991145174492,9.445755439779344,0.6297343552347645,0.4925217650122777,0.0088313217544892,0.1960553429496614,0.2444804239034442,0.0581395348837209,0.1480718280836031,0.1878127759788048,0.1566087724462761,3
106,6306,46.801474405565365,9.05283381364073,0.2728688609697851,0.5038936766690894,0.0084215072338587,0.1768516519110343,0.2433599654502267,0.0593824228028503,0.1012740228892248,0.2658173180738501,0.1448931116389548,3
107,6307,47.59355971896956,9.171377245508982,0.5959016393442623,0.5053864168618267,0.0090805902383654,0.2077185017026106,0.2479001135073779,0.0619750283768444,0.0889897843359818,0.2090805902383655,0.175255391600454,0
108,6308,46.90123640697155,9.128948175406316,0.2790108744227618,0.5033517056457619,0.0120915873424234,0.1654232055569848,0.2513506560329303,0.0725495240545407,0.1636223308464111,0.1857473630048881,0.1492153331618214,3
109,6309,49.67179670722978,8.188269370021724,0.0,0.5096635647816751,0.0141806722689075,0.1869747899159664,0.2804621848739496,0.0698529411764705,0.0656512605042016,0.2011554621848739,0.1817226890756302,5
110,6310,46.473951981043314,10.167720727480615,0.597658291807506,0.485625675157682,0.0096718994122461,0.2240160702328695,0.2796666914664087,0.0494010862287032,0.0960494010862287,0.1524440145822483,0.1887508369912953,3
111,7101,44.404119663594415,11.476923076923075,0.9586491583929396,0.4688326631317984,0.0101434717096499,0.2418819470224706,0.2769746467800755,0.0635249929028454,0.1465398641713799,0.1204441726901491,0.1404909047234293,1
112,7102,44.8264010183842,9.815163859670456,0.8080168151810296,0.4945380265845643,0.0107748739110499,0.1677556166895919,0.2561325080238423,0.0680880330123796,0.2212287941311325,0.1578404401650619,0.1181797340669417,4
113,7103,51.12313139260425,8.065474589943534,0.3402832415420928,0.509965906110674,0.0086805555555555,0.2199900793650793,0.2633928571428571,0.0473710317460317,0.0954861111111111,0.2088293650793651,0.15625,5
114,7104,45.95632770162576,8.143180349062701,0.712782913611731,0.531399426203379,0.0033204205866076,0.0680686220254565,0.4731599335915882,0.0520199225235196,0.1660210293303818,0.1300498063087991,0.1073602656336469,3
115,7105,41.68791431466204,10.834362750920535,0.7623100303951368,0.476653640179476,0.0078300708038317,0.1763431903373594,0.2847147022074136,0.0806330695543523,0.1948354852144939,0.127030403998334,0.1286130778842149,7
116,7106,47.03732383459811,8.7894067122634,0.298900418150844,0.4957410562180579,0.0079736046191916,0.1509485839978004,0.3098707726147924,0.0681880670882595,0.1542480065988452,0.1635963706351388,0.1451745944459719,3
117,7107,48.29865666979069,8.655023233456177,0.4003436426116838,0.5148391127772571,0.0050114846523282,0.1323867195656713,0.3520567968260597,0.0561703904781791,0.1219461265399874,0.1954479014408018,0.1369805804969722,0
118,7108,46.48643356643357,8.351685178092685,0.307039627039627,0.5234498834498834,0.011090573012939,0.1582255083179297,0.3120147874306839,0.0800369685767097,0.1341959334565619,0.1528650646950092,0.1515711645101663,3
119,7109,45.7710100231303,8.928535257627548,0.476515034695451,0.4991210485736314,0.0090687601515971,0.1818489442338928,0.2847184623714131,0.074512723335138,0.1550487276664862,0.1764347590687601,0.1183676231727125,3
120,7110,46.0157886970636,8.979499547784142,0.5251586247602184,0.4913678618857902,0.0092841436599071,0.1441485462985585,0.2890300513071097,0.0901539213290984,0.1803078426581969,0.1531883703884681,0.1338871243586611,3
121,7201,48.76680111899031,9.30897668480817,0.8050549736516818,0.4692928241493722,0.0072292239779924,0.1278868914336894,0.4542255773782867,0.0487492802763738,0.0838717932313991,0.1258396775638155,0.1521975561384428,0
122,7202,48.7510980966325,8.252422841807068,0.4354319180087848,0.4994143484626647,0.0045121263395375,0.1302876480541455,0.4847715736040609,0.0394811054709531,0.0662718556119571,0.1644106034968979,0.1102650874224478,0
123,7203,48.64744588744589,9.274847506279151,0.531082251082251,0.4957575757575757,0.0084535057185479,0.1720537046245649,0.4507707608155146,0.0445052212829438,0.0681253107906514,0.1320238687220288,0.1240676280457483,0
124,7301,44.79200758287058,10.723997493734336,0.8866325079807924,0.4791247507399558,0.0111103419631731,0.2168766440537173,0.2971583829433753,0.0805759379759102,0.1359372836771424,0.1200332271909179,0.1383081821957635,1
125,7302,49.03494731225824,8.69689608636977,0.5846338535414166,0.5014005602240896,0.0096362322331968,0.196820043363045,0.2389785593832811,0.0623946037099494,0.0881715249337509,0.2450012045290291,0.1589978318477475,0
126,7303,48.296908419210574,9.50009910802775,0.7363406572039666,0.5030138051720785,0.0095804426825239,0.1856623719854641,0.242814667988107,0.0617773372976544,0.1146349520977865,0.1780640898579451,0.2074661380905186,0
127,7304,45.63134651464858,9.515980250125654,0.8040121229614663,0.4861596189926396,0.0098325803879883,0.2105235184693064,0.2595801222428913,0.0875365399946851,0.1403667286739303,0.1724156258304544,0.119744884400744,4
128,7305,46.66675003126172,8.892685396102253,0.5060647742903589,0.4918094285357008,0.0085826954302945,0.1396427742983066,0.3419160287636279,0.088842495940617,0.1220134539549988,0.1674785432614242,0.1315240083507307,3
129,7306,45.44388507942019,9.286800459729466,0.4164569047825709,0.5030813297456818,0.0096859865645992,0.1638806436494297,0.3351038900171848,0.0721762224652398,0.1159193875956881,0.1632557412904233,0.1399781284174348,4
130,7307,46.17984854859066,8.675720223591801,0.4217501051745898,0.5050483803113168,0.0098226466575716,0.177762619372442,0.268212824010914,0.0759890859481582,0.1353342428376534,0.2,0.1328785811732605,3
131,7308,45.8514627298252,8.88193804167435,0.3177248437641518,0.5071098632370257,0.01078360891445,0.1729485467803224,0.3211461435760501,0.0796960049296497,0.1478894936838862,0.1261168737804252,0.1414193283352162,3
132,7309,49.7201514269074,8.879833432480666,0.2652882935352358,0.5198019801980198,0.0091174325309992,0.1451495258935083,0.311816192560175,0.0390226112326768,0.0678336980306345,0.1509846827133479,0.2760758570386579,5
